"Nombre","Estilo","Gravedad_Original","Gravedad_Final","Grado_Alcoholico","Amargor","Color"
"Imperial Robust Porter brewed 12-27-2013","Russian Imperial Stout",1.096,1.029,8.78,89.45,38.04
"Old Rasputin Metal","Foreign Extra Stout",1.09,1.026,8.42,47.52,37.52
"Mocaccino","Sweet Stout",1.05,1.015,4.69,24.24,34.38
"Russian Imperial Stout","Russian Imperial Stout",1.112,1.038,11.2,119.04,40
"Low Frequency","Russian Imperial Stout",1.093,1.026,8.77,29.05,40
"Double Stout","Foreign Extra Stout",1.06,1.015,5.93,54.23,34.18
"Even More Jesus","Imperial Stout",1.106,1.028,10.23,57.82,50
"21 Spiced Milk Chocolate Stout","Sweet Stout",1.066,1.017,6.43,26.32,33.19
"Nothing Fancy Milk Chocolate Stout","Sweet Stout",1.066,1.023,5.53,24.78,39.87
"Jack Black","Imperial Stout",1.097,1.016,11.6,76.84,50
"Left Hand Milk Stout Clone","Sweet Stout",1.062,1.021,5.31,31.08,39.68
"#5 Milk stout","Sweet Stout",1.055,1.016,5.05,18.81,38.38
"Dreaded  Russian Imperial Stout","Russian Imperial Stout",1.1,1.025,9.85,68.28,40
"Mick Stout","Dry Stout",1.047,1.01,4.87,47.51,34.88
"Monster Mash - 2013","Russian Imperial Stout",1.105,1.028,10.01,99.4,40
"Narwhale","Russian Imperial Stout",1.119,1.028,12.05,74.76,50
"Citra Amarillo RIS","Russian Imperial Stout",1.109,1.028,10.63,131.13,40
"Vanilla Stout","Sweet Stout",1.057,1.017,5.28,26.39,40
"Smuggler's Cove Stout","Dry Stout",1.115,1.029,11.32,113.79,50
"Lion Stout Clone","Foreign Extra Stout",1.083,1.015,8.85,62.17,50
"Steinliebe Sweet Stout","Sweet Stout",1.054,1.014,5.14,63.22,40
"Episode 005 - Fat Man Stout","Foreign Extra Stout",1.054,1.017,4.95,53.02,28.22
"#wOOtstout","Russian Imperial Stout",1.111,1.028,10.97,118.6,37.92
"Mt Choco Russian Imperial Stout","Russian Imperial Stout",1.11,1.02,11.79,0,80.4
"Imperial Coffee Stout","Russian Imperial Stout",1.086,1.015,9.29,57.25,34.13
"Dry English Stout","Dry Stout",1.048,1.011,4.77,37.12,37.49
"Kitchen Sinkie","Russian Imperial Stout",1.087,1.023,8.32,55.5,40
"Black Root Rot","Dry Stout",1.051,1.016,4.61,33.44,35.25
"Maple Coffee Stout","Russian Imperial Stout",1.098,1.025,9.51,85.66,40
"Winter's Eve Stout","Foreign Extra Stout",1.075,1.02,7.19,84.21,40
"Mexican Radio Clone","Sweet Stout",1.08,1.02,7.86,41.36,45.12
"Krieger's Saddle","Irish Stout",1.042,1.01,4.16,36.93,36.88
"Hound of the Baskervilles (Tricentennial Sto...","Russian Imperial Stout",1.101,1.035,8.61,128.54,40
"Rhys's Peanut Butter Stout","Sweet Stout",1.06,1.022,5.01,31.89,34.2
"Empirical Stout","Russian Imperial Stout",1.098,1.029,9.17,179.68,40
"Guinness","Dry Stout",1.042,1.007,4.63,38.21,34.2
"????-????","Dry Stout",1.07,1.021,6.48,14.03,42.18
"Black Chocolate Stout","Russian Imperial Stout",1.1,1.018,10.67,118.22,40
"RIS KURWA","Russian Imperial Stout",25.7252,8.45773,9.89,85,50
"Hazelnut Milk Stout","Sweet Stout",1.072,1.022,6.58,30.51,40
"No Escape","Russian Imperial Stout",1.09,1.022,8.85,63.02,40
"Siberian Imperial Stout","Russian Imperial Stout",23.267,6.18264,9.62,112.58,38.25
"Chocolate Trappist Stout","Foreign Extra Stout",1.07,1.016,7.15,42.37,39.74
"Yeti Clone","Imperial Stout",1.093,1.018,9.88,80.67,50
"Appetite (Imperial Smoked Maple Coffee Oatme...","Russian Imperial Stout",1.094,1.02,10.64,83.25,48.92
"HolÈ MolÈ","Imperial Stout",1.087,1.016,9.21,65.79,38.17
"Be Twix'ed chocolate caramel stout","Sweet Stout",1.053,1.019,4.46,32.05,33.58
"20 dessertstout","Sweet Stout",1.059,1.023,4.92,28.28,40
"Beamish I Wish","Dry Stout",1.05,1.013,4.75,36.07,40
"29. Grandpa Frosty Russian Imperial","Imperial Stout",1.089,1.02,9.09,51.33,44.79
"Rainy Day Stout","Dry Stout",1.045,1.008,4.89,39.35,34.56
"Dry Stout","Dry Stout",1.041,1.01,4.08,45.63,31.58
"The Imperial Stout (TEST BATCH)","Russian Imperial Stout",1.092,1.025,8.83,83.33,38.33
"KtG Klone","Russian Imperial Stout",1.105,1.026,11.52,100.06,40
"Black Betty","Russian Imperial Stout",1.069,1.007,8.12,0,30.48
"RIS (George)","Russian Imperial Stout",1.093,1.015,10.27,61.86,50
"Sniper","Russian Imperial Stout",1.084,1.024,7.86,0,43.82
"U.B. Irish      William Flanagan's Irish Sto...","Dry Stout",1.049,1.011,4.97,36.07,40
"Milk choco stout","Sweet Stout",1.057,1.022,4.59,21.2,40
"Braggot Stout (Inspired by Fenrir)","Foreign Extra Stout",1.072,1.02,6.76,70.06,30.06
"Barrel Stout 18gal","Imperial Stout",1.097,1.03,8.8,77.77,50
"Greggs Stout","Foreign Extra Stout",1.061,1.016,6,50.01,41.41
"Pop's Stout","Sweet Stout",1.073,1.014,7.71,0,57.11
"Century Russian Imperial Stout","Russian Imperial Stout",1.124,1.019,13.84,127.03,31.11
"Cantrell's Stout","Russian Imperial Stout",1.127,1.043,11.11,37.32,50
"Coffee and Cream Stout","Sweet Stout",1.069,1.021,6.35,30.42,48.36
"Hepne brygg #9","Russian Imperial Stout",1.1,1.023,11.17,77.17,40
"Imperial Stout BIAB","Imperial Stout",1.094,1.021,9.51,80.77,50
"2015.9 - North Coast Old Rasputin","Russian Imperial Stout",1.089,1.021,8.96,85.6,36.45
"Stout Porker","Foreign Extra Stout",1.077,1.019,7.56,31.17,38.02
"BrewDog Old World Russian Imperial Stout","Russian Imperial Stout",1.082,1.014,8.96,78.22,39.34
"Humtun Irish Stout","Dry Stout",1.057,1.014,5.57,56,50
"Mercy Extra Stout","Irish Extra Stout",1.063,1.017,6.01,37.99,50
"Ulysses mkII","Dry Stout",1.067,1.017,6.53,0,52.37
"Buffalo Sweat Clone","Sweet Stout",1.059,1.017,5.41,23.44,38.08
"Super Stout","Foreign Extra Stout",1.067,1.017,6.97,35.18,39.44
"Old Engine Oil clone","Foreign Extra Stout",1.074,1.022,6.87,67.52,34.9
"Milk Stout","Sweet Stout",15.5114,5.37293,5.79,23.87,42.46
"Enemy at the gates","Russian Imperial Stout",1.091,1.026,8.53,67.21,40
"Pumpkin Pie the Room","Russian Imperial Stout",1.109,1.04,9.08,54.7,39.06
"Steroid Stout","Russian Imperial Stout",1.097,1.025,9.39,86.15,40
"Chocolate Cherry Milk Stout","Sweet Stout",1.075,1.024,6.71,23.07,35.35
"Root Down Milk Stout","Sweet Stout",1.052,1.018,4.57,34.44,37.4
"2015 - 7/26 - Russian Imperial Stout for bar...","Russian Imperial Stout",24.5667,6.21423,10.38,115.77,47.69
"Dark Chocolate Cherry Stout","Sweet Stout",1.063,1.021,5.5,38.06,42.82
"Tropical stout","Tropical Stout",1.061,1.017,5.87,25.54,41.12
"Bourbon Bacon Stout","Foreign Extra Stout",1.067,1.017,6.59,44.41,30.2
"Coffee Stout","Foreign Extra Stout",1.073,1.018,7.18,38.16,40
"Double Chocolate Porter","Imperial Stout",1.08,1.018,8.07,25.31,39.87
"Caramel Molasses Imperial MIlk Stout","Russian Imperial Stout",1.104,1.032,9.51,42.88,41.77
"22. Darkerness Milk Stout","Sweet Stout",1.069,1.026,5.69,20.62,39.94
"Black Heart Coffee Stout","Dry Stout",1.047,1.012,4.62,33.62,34.8
"Bare Milk Stout","Sweet Stout",1.072,1.024,6.24,36.51,40
"Bakke Brygg Dry Stout 20 l","Dry Stout",1.044,1.01,4.46,37.18,30.58
"Batch Verano 2013 Sweet Stout","Sweet Stout",1.056,1.016,5.29,34.98,40
"Horse Shoe Stout","Irish Extra Stout",1.083,1.024,7.83,46.13,50
"Chocolate Stout","Russian Imperial Stout",1.093,1.031,8.17,46.7,40
"Kjeller 5 Norsk R¯kt Imperial Stout 20 l...","Russian Imperial Stout",1.104,1.024,10.5,66.09,42.97
"#1Triple Chocolate Stout","Sweet Stout",1.056,1.017,5.1,31.1,37.55
"Black Chocolate Imperial Stout","Russian Imperial Stout",1.114,1.029,11.14,114.35,50
"Imperial Coffee Stout","Russian Imperial Stout",1.077,1.018,7.81,36.23,39.49
"Maple Cream Stout","Sweet Stout",1.066,1.019,6.07,20.23,40
"Patrick's One Eyed Guinnie","Irish Stout",1.041,1.01,4,39.66,35.38
"Jule¯l","Foreign Extra Stout",1.074,1.018,7.24,32.83,31.22
"ChocoMint Stout","Sweet Stout",1.062,1.02,5.46,37.4,36.89
"Chocky liquorice stout","Dry Stout",1.045,1.01,4.55,32.93,32.76
"Bone Dry Irish Stout","Irish Stout",1.06,1.015,5.91,98.9,50
"MFB - Irish Coffee Milk Stout","Sweet Stout",1.06,1.021,5.24,35.95,37.59
"Sao Paulo","Imperial Stout",1.106,1.033,9.61,74.41,50
"Avery Czar Clone","Russian Imperial Stout",1.104,1.026,10.2,72.07,35.04
"Founders Oatmeal Stout","Russian Imperial Stout",1.081,1.018,8.84,44.9,40
"King Marduk","Russian Imperial Stout",1.111,1.031,10.53,60.27,39.93
"Greg's Classic Stout","Dry Stout",1.061,1.015,5.98,54.73,33.39
"Requiem for a Bean","Foreign Extra Stout",1.06,1.014,6.03,22.93,40
"Bourbon Barrel Stout","Russian Imperial Stout",1.13,1.028,13.3,88.76,50
"Simple Dry Stout","Dry Stout",1.05,1.014,4.83,31.13,34.59
"Ulysses","Dry Stout",1.069,1.017,6.75,0,53.66
"Irish Lullaby","Dry Stout",1.045,1.012,4.31,49.69,40
"Downhome Stoopid Cow Milk Stout","Sweet Stout",1.059,1.019,5.27,65.41,50
"Sour Stout","Foreign Extra Stout",1.07,1.017,7,14.24,50
"Barrel stout","Imperial Stout",1.088,1.025,8.24,61.34,38.7
"Cocoa Psycho","Imperial Stout",1.116,1.029,11.38,0,50
"Watney's Cream Stout Clone","Sweet Stout",1.056,1.017,5.16,27.13,35.01
"Kokstad Mikrobryggeri  Extra Stout","Foreign Extra Stout",1.077,1.022,7.22,40.54,40
"Creme Brulee Stout Clone","Russian Imperial Stout",1.106,1.041,8.58,104.18,30.79
"Gravel & Grind Coffee Stout","Imperial Stout",1.08,1.02,7.82,81.68,45.41
"Knee Knocker Stout.2","Foreign Extra Stout",1.061,1.015,6,69.03,36.16
"Black Hole Stout","Russian Imperial Stout",1.096,1.023,9.6,67.7,50
"RIS Big Barrel Project","Russian Imperial Stout",1.104,1.022,10.74,151.55,50
"Event Horizon","Sweet Stout",1.061,1.023,5.03,30.39,39.16
"Stout","Imperial Stout",1.105,1.036,9.01,130.16,50
"Murphy's Clone","Dry Stout",1.042,1.009,4.22,32.77,21.82
"12: Russian Imperial Stout #2","Russian Imperial Stout",1.106,1.034,9.51,131.33,50
"Mouth of Madness VI Stout","Dry Stout",1.05,1.028,2.88,0,37.76
"Vanilla Chai Milk Stout","Sweet Stout",1.067,1.023,5.87,28.56,50
"Irish Stout","Irish Extra Stout",1.065,1.016,6.44,28.8,34.01
"Sweet Stout II","Sweet Stout",1.06,1.016,5.87,35.44,35.92
"Campfire Chocolate Stout","Sweet Stout",1.056,1.014,5.56,35.87,40
"Awesome Recipe","Imperial Stout",1.127,1.024,13.48,72.64,50
"Imperial chocolate stout","Russian Imperial Stout",1.083,1.019,8.38,64.77,50
"Irish Stout Gordon Strong","Dry Stout",1.048,1.013,4.52,33.25,50
"1918","Russian Imperial Stout",1.136,1.041,12.51,52.19,40
"Arctic Night","Sweet Stout",1.055,1.016,5.13,33.45,37.98
"Horny Goat- Imperial Stout","Russian Imperial Stout",1.08,1.019,8.01,44.53,45.19
"Cusakian Oatmeal Stout","Irish Stout",1.062,1.018,5.76,51.98,50
"Valentine's Day Stout","Sweet Stout",1.06,1.017,5.66,32.64,39.49
"Cold Clock","Russian Imperial Stout",1.09,1.021,9.05,89.34,33.33
"Imperial Stout #1","Russian Imperial Stout",1.117,1.018,13.04,93.95,50
"Bakke Brygg Kaffestout 25 L mildere","Foreign Extra Stout",1.056,1.016,5.27,46.69,38.66
"Iku-Turso (Panimo Hiisi) #AvoinOlut-clone...","Russian Imperial Stout",1.072,1.014,7.56,139.28,32.32
"Mustach Envy Belgian Stout","Russian Imperial Stout",1.089,1.016,10.39,50.16,38.42
"W00tstout","Russian Imperial Stout",1.107,1.018,13,81.96,45.27
"Coconut & Lime Stout","Dry Stout",1.047,1.013,4.51,35.46,38.02
"KSFSK","Russian Imperial Stout",1.076,1.019,7.46,63.14,50
"Gimme Moher Stout!","Irish Stout",1.056,1.018,4.91,38.17,40.79
"15","Russian Imperial Stout",1.116,1.037,10.33,67.56,40
"Tout stout","Dry Stout",1.054,1.016,5.07,41.97,39.18
"EBH Muddled Decisions Nutella Stout","Sweet Stout",1.053,1.015,5,33.58,33.71
"The Cure from Cork","Dry Stout",1.041,1.01,4,44.95,33.57
"Chocolate Strawberry Milk Stout","Sweet Stout",1.058,1.017,5.35,24.81,40.22
"Blackoutstout","Russian Imperial Stout",1.091,1.023,8.95,0,54.71
"Cherry Cordial","Russian Imperial Stout",1.123,1.036,11.33,79.35,40
"Golden Imperial Milk Stout HOME","Imperial Stout",1.091,1.021,9.13,69.72,7.66
"Cujo Imperial Coffee Stout","Russian Imperial Stout",1.089,1.026,8.21,42,46.46
"Imperial Multigrain Stout","Russian Imperial Stout",1.095,1.02,10.89,59.53,40
"Goober Pea Stout","Sweet Stout",16.5,6.4,5.91,51.48,40
"Hazelnut Macchiato Stout !!!","Sweet Stout",1.052,1.019,4.32,36.17,33.14
"Blonde stout","Sweet Stout",1.08,1.019,8.01,35.55,7.24
"JBiA Barrel Brew","Russian Imperial Stout",1.096,1.032,8.34,116.33,40
"Chocolate Milk Stout Experimental #1","Sweet Stout",1.08,1.028,6.79,32.02,40
"Aegir's Chocolate Irish Stout","Dry Stout",1.05,1.013,4.77,52.19,44.58
"Dry Chocolate Coffee Stout","Dry Stout",1.073,1.025,6.32,45.58,44.74
"Left hand milk stout clone","Sweet Stout",1.056,1.016,5.3,29.26,40
"?????? ?????","Russian Imperial Stout",1.093,1.027,8.7,66.86,38.15
"Orange Chocolate Porter","Tropical Stout",1.076,1.02,7.43,9.78,35.69
"Chocolate coconut coffee stout","Sweet Stout",1.058,1.019,5.15,37.77,50
"James Carl Nash's Recipe","Sweet Stout",1.068,1.017,6.68,0,49.55
"Dirty Boulevard","Russian Imperial Stout",1.098,1.028,9.13,75.89,40
"Founders Kentucky Breakfast Stout","Imperial Stout",1.093,1.024,9.13,77.52,50
"William Newborg's Recipe","Russian Imperial Stout",1.114,1.029,11.21,0,53.8
"Tokyo","Imperial Stout",1.159,1.02,18.26,246.73,50
"Chocolate Banana Stout","Sweet Stout",1.056,1.019,4.87,31.48,42.03
"Dry Stout Yo!","Dry Stout",1.044,1.011,4.38,36.93,33.06
"Gingerbread Milk Stout","Sweet Stout",1.081,1.027,7.02,49.65,46.14
"Yazoo Sue Clone","Imperial Stout",1.099,1.033,8.66,86.66,40.71
"VIIIRIS","Russian Imperial Stout",1.105,1.026,10.35,171,40
"Canadian Breakfast Stout","Imperial Stout",1.085,1.019,8.76,63.34,39.39
"Commercial Dry Stout","Dry Stout",1.047,1.012,4.55,42.52,38.15
"Broke-Ass  Secksial Chockolatt","Imperial Stout",1.099,1.025,9.76,56.27,50
"Stout 3","Sweet Stout",1.075,1.026,6.45,33.65,39.35
"Mouth of Madness V Stout","Dry Stout",1.05,1.028,2.88,0,37.76
"7 Fjell - Rundemanen Rye Stout","Foreign Extra Stout",1.059,1.013,6.1,60.29,37.97
"Spite Row Milk Stout","Sweet Stout",1.059,1.019,5.29,31.03,35.96
"Black Treacle Stout","Foreign Extra Stout",1.063,1.012,6.68,2.13,19.76
"Kayfabe Stout","Dry Stout",1.05,1.009,5.39,33.34,32.15
"2016 Russian Imperial Stout","Imperial Stout",1.111,1.029,12.14,95.81,46.97
"Solid Stout","Foreign Extra Stout",1.054,1.015,5.13,40.3,43.67
"Russian Imperial","Russian Imperial Stout",1.084,1.017,8.85,92.8,40
"Murder of Crows","Russian Imperial Stout",1.103,1.024,10.45,0,52.3
"This is a warning","Tropical Stout",1.073,1.019,7.14,43.25,50
"Dark Double BriPA","Russian Imperial Stout",1.084,1.021,8.29,177.17,40
"Irish Cream Stout","Sweet Stout",1.062,1.018,5.79,38.52,40
"Sarsaparilla Vanilla Chocolate Milk Stout...","Sweet Stout",1.074,1.023,6.71,21.22,40
"Black Putin","Russian Imperial Stout",1.099,1.027,10.56,96.03,40
"Mochacino Vanilla Chocolate Stout","Sweet Stout",1.061,1.021,5.2,29.37,50
"Insane Imperial Stout","Russian Imperial Stout",1.061,1.012,6.42,0,30.9
"Vicarious Russian Imperial Stout (Extract)...","Russian Imperial Stout",1.084,1.014,9.24,87.7,36.96
"Kandy Kane Chocolate Imperial Stout","Russian Imperial Stout",1.096,1.016,10.48,0,43.21
"Stop Putin your fingers in my Stout","Imperial Stout",1.111,1.025,11.24,91.44,50
"2014 Foreign Stout","Foreign Extra Stout",1.068,1.015,6.93,61.39,38.3
"Coconut Milk Stout #6","Sweet Stout",15.894,5.59775,5.63,25.96,48.63
"PUNGO MILK STOUT","Sweet Stout",1.05,1.018,4.22,43.99,39.38
"Barrel Project","Russian Imperial Stout",1.115,1.027,11.58,84.54,40
"Foreign Extra Stout","Foreign Extra Stout",1.071,1.017,7.11,45.47,41.01
"Darker Lord's Imperial Stout Clone","Imperial Stout",1.131,1.036,12.52,156.9,50
"#25 imperial stout with cacao nibs","Imperial Stout",1.103,1.027,10.01,62.03,50
"Plausible Deniability2","Russian Imperial Stout",1.105,1.024,10.65,116.53,50
"Modified Irish Stout","Irish Stout",1.042,1.012,4.01,19.7,19.47
"AHS Cannonball stout","Russian Imperial Stout",1.095,1.024,9.32,106.18,40
"Double Imperial Stout","Imperial Stout",1.153,1.029,16.31,148.68,50
"42 Beif Brau Mexican Cake","Russian Imperial Stout",1.102,1.017,11.19,68.15,50
"Randy's Imperial Stout","Russian Imperial Stout",1.099,1.027,9.36,74.34,50
"Blind Eye Dry Stout","Dry Stout",1.048,1.012,4.69,0,35.37
"The Czar's Revenge","Russian Imperial Stout",1.078,1.02,7.68,0,45.23
"Tzar Oak Bomba","Russian Imperial Stout",1.084,1.02,8.44,78.1,50
"Mouth of Madness IV Stout","Dry Stout",1.05,1.028,2.88,0,37.76
"Mouth of Madness III Stout","Dry Stout",1.05,1.028,2.88,0,36.63
"Russian Imperial Stout (Projet)","Russian Imperial Stout",1.115,1.033,10.74,90.35,40
"Black Hole Stout","Russian Imperial Stout",1.096,1.023,9.6,67.7,50
"Sun Don't Shine","Russian Imperial Stout",1.098,1.027,9.43,81.41,40
"Ma nouËre","Foreign Extra Stout",1.071,1.022,6.47,64.25,33.49
"Original BL","Sweet Stout",1.08,1.026,7.11,39.83,48.76
"Christmas Pyre 2014","Russian Imperial Stout",1.096,1.024,9.43,54.06,40
"Something Wicked This Way Comes","Imperial Stout",1.097,1.022,9.88,82.02,48.48
"TC Hazelnut Stout","Sweet Stout",1.048,1.011,4.84,29.32,42.65
"Imperial Vanilla Stout","Russian Imperial Stout",1.088,1.022,8.7,24.85,41.63
"Brew to Thrill","Russian Imperial Stout",1.102,1.029,9.54,89.67,40
"Old Rasputin Clone","Russian Imperial Stout",1.088,1.022,8.62,149.17,36.94
"Mike's Irish Stout","Sweet Stout",1.057,1.016,5.34,52.94,37.48
"BEERSMITH MILK STOUT","Sweet Stout",1.056,1.014,5.47,0,44.05
"5 G PM Imperial Stout","Russian Imperial Stout",1.102,1.023,10.29,106.65,40
"Fall in stout","Foreign Extra Stout",1.078,1.023,7.25,31.5,40
"Eight Miles Low","Russian Imperial Stout",1.104,1.026,10.22,77.24,50
"??????? ?????","Russian Imperial Stout",1.08,1.018,8.11,52.65,47.13
"The Grinch Emancipator II","Sweet Stout",1.075,1.021,7.12,19.19,40.26
"Wes Belgian strong stout","Russian Imperial Stout",1.091,1.014,10.15,40.03,40
"Cherry Stout","Russian Imperial Stout",1.091,1.019,9.46,51.19,50
"Affogato Milk Stout","Sweet Stout",1.064,1.022,5.46,4.37,39.56
"138 American session stout","Dry Stout",1.046,1.011,4.67,46.46,35.99
"White Stout","Sweet Stout",1.057,1.022,4.59,24.49,10.56
"50/50 barrel project","Sweet Stout",1.06,1.023,4.91,29.29,36.63
"On Deck - 1910 Fullers Brown Stout","Foreign Extra Stout",17.042,5.93546,6.1,54.45,33.67
"Stout Trousers","Dry Stout",1.044,1.011,4.3,0,28.86
"Foreign Extra Stout","Foreign Extra Stout",1.073,1.018,7.31,45.52,32.86
"Chocolate vanilla milk stout","Sweet Stout",16.5397,6.4753,5.53,22.61,29.05
"Edisto river mudfish","Sweet Stout",1.06,1.017,5.68,30.66,37.53
"Santa Jesus","Sweet Stout",1.05,1.017,4.33,23.72,40
"Another crazy oat meal stout","Sweet Stout",1.053,1.012,5.37,36.01,40
"Stout v1","Dry Stout",11.4428,3.29337,4.35,44.14,34.9
"Milk Chocolate Stout","Sweet Stout",1.082,1.028,7.08,45.62,50
"V.i.r.i.s","Russian Imperial Stout",1.095,1.026,9.02,43.62,38.1
"South Paw Milk Stout","Sweet Stout",1.074,1.019,7.3,0,42.71
"Heart of Darkness Clone","Dry Stout",1.043,1.012,4.1,34.13,21.83
"Ahab's Brew","Dry Stout",1.051,1.014,4.79,36.2,34.41
"Algoa Bay Stout","Sweet Stout",1.05,1.014,4.68,30.99,40
"Darth Vader's Helmet","Dry Stout",1.045,1.01,4.57,44.32,36.43
"St. Patty's Irish Stout","Dry Stout",1.042,1.011,4.15,0,42.65
"Dry Irish Stout","Irish Stout",1.046,1.011,4.63,22.51,38.75
"Baronen","Russian Imperial Stout",1.102,1.021,11.82,51.08,40
"Valhalla Java Imperial Stout","Russian Imperial Stout",1.141,1.051,11.8,94.12,50
"Nitro Milk Stout","Sweet Stout",1.063,1.011,6.89,35.17,39.01
"Irish Stout with Coffee and Oatmeal","Dry Stout",1.054,1.015,5.09,62.41,18.59
"Jet Black heart chocolate milk stout","Sweet Stout",1.06,1.021,5.12,42.57,39.99
"Russian Vanilla","Russian Imperial Stout",1.113,1.031,10.73,73.99,50
"Imperial Peppercorn Stout","Russian Imperial Stout",1.08,1.022,8.15,46.67,40
"Chocolate Mint Milk Stout","Sweet Stout",1.069,1.023,6.12,15.83,37.37
"Black Granite","Sweet Stout",1.045,1.015,3.93,40.41,40
"Jeff's Guinness II","Dry Stout",1.044,1.012,4.23,51.3,37.76
"Founder's Breakfast Stout Clone","Russian Imperial Stout",1.083,1.019,8.32,70.17,40
"CRIS - Cranked Russian Imperial Stout","Russian Imperial Stout",1.107,1.016,11.98,47.75,32.63
"10 G Dragons Milk","Russian Imperial Stout",1.095,1.022,9.6,42.62,38.19
"The Tart Russian","Russian Imperial Stout",1.136,1.027,14.27,59.39,50
"Matt the Mediocre","Russian Imperial Stout",1.097,1.016,10.55,78.99,50
"Kjeller 5 Brannmannens Spesial Dry Stout 25 ...","Dry Stout",1.05,1.011,5.14,38.3,39.29
"Stout","Russian Imperial Stout",1.129,1.043,11.29,44.4,50
"IHP 2015 Double Stout","Foreign Extra Stout",1.078,1.02,7.59,148.86,33.86
"Ringwood XXXX Porter Clone","Foreign Extra Stout",1.06,1.017,5.64,36.04,39.52
"Winter wolf warmer","Russian Imperial Stout",1.098,1.022,9.89,79.29,39.71
"Black Mass","Russian Imperial Stout",20.9628,5.53472,8.59,48.1,40
"St. Patty's Irish Stout","Foreign Extra Stout",1.042,1.011,5,0,40
"Game of Clones","Russian Imperial Stout",1.111,1.028,10.86,70.45,47.39
"Courage Imperial Stout (1914)","Russian Imperial Stout",1.103,1.023,10.55,56.36,50
"Raspberry Chocolate Oatmeal Stout","Dry Stout",1.047,1.012,4.6,15.33,35.18
"Imperial Smoke Monster","Imperial Stout",1.166,1.024,18.66,90.19,50
"Sweet Stout","Sweet Stout",1.056,1.022,4.51,64.63,39.68
"Mad Goat Stout (5gal version)","Russian Imperial Stout",1.084,1.021,8.25,0,58.71
"Stout Lampy","Sweet Stout",1.052,1.018,4.57,50.27,38.78
"Easy Sweet Stout","Sweet Stout",1.058,1.014,5.71,33.48,39.36
"New Mexican Hot Chocolate Stout","Sweet Stout",1.066,1.025,5.38,35.91,48.86
"Bertus RIS","Russian Imperial Stout",1.103,1.023,10.57,105.3,44.73
"Igor Stout","Dry Stout",1.066,1.019,6.28,38.23,40
"Old Rasputin clone","Russian Imperial Stout",1.092,1.018,9.68,117.61,39.2
"RISter","Russian Imperial Stout",1.106,1.026,10.4,77.16,40
"Big stout take 2","Russian Imperial Stout",1.107,1.028,10.4,68.44,40
"Nafarious villain","Russian Imperial Stout",1.088,1.02,8.91,63.26,36.88
"Santas Little Helper","Russian Imperial Stout",1.114,1.025,11.75,71.83,50
"SchuBrew Stout","Foreign Extra Stout",1.073,1.017,7.4,72.53,33.97
"Milk Stout #1","Sweet Stout",1.062,1.019,5.65,26.32,37.7
"Woot stout","Russian Imperial Stout",1.099,1.025,9.74,114.76,36.94
"Flat Earth Mocha Stout","Sweet Stout",1.059,1.017,5.55,35.03,49.55
